Year,Country,Topic,Authors,No_Authors,Category_of_Authors,Title,Papers_Published,Institutions,Curated_Institution,Institution,Historically_Adv_Disav,Journal,African_Journal,Impact,Means_Citations,Model,Genetic,Research_Types,Adv_Methods,Medicinal_Plants_Usage,P_Name,P_Use,P_Success,N_affiliations,InternationalCollab,CC1,CC2,CC3,CC4,CC5,CC6,CC7,CC8,CC9,CC10,CC11,CC12,CC13,CC14,CC15,CC16,CC17,CC18,CC19,CC20,CC21,CC22,CC23,CC24,CC25,CC26,CC27,CC28,CC29,CC30,CC31,CC32
2005,44,3,"H. Maharaj, D. Sukhdev Maharaj, M. Scheepers, R. Mokokong and S. Daya",5,Multiple,l-DOPA administration enhances 6-hydroxydopamine generation,1,Rhodes University,University Cape Town,UCT,Advantage,Brain Res,African Journals,3.125,31,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,44,3,"S. Daniel, J. L. Limson, A. Dairam, G. M. Watkins and S. Daya",5,Multiple,"Through metal binding, curcumin protects against lead- and cadmium-induced lipid peroxidation in rat brain homogenates and against lead-induced tissue damage in rat brain",1,"Rhodes University,",University Cape Town,UCT,Advantage,Hear Res,African Journals,2.99,66,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,3,"D. S. Maharaj, H. Maharaj, E. M. Antunes, D. M. Maree, T. Nyokong, B. D. Glass and S. Daya",7,Multiple,6-Hydroxymelatonin protects against quinolinic-acid-induced oxidative neurotoxicity in the rat hippocampus,1,"Rhodes University, ",University Cape Town,UCT,Advantage,J Pharm Pharmacol,African Journals,2.578,34,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,3,S. Daya and S. Anoopkumar-Dukie,2,Multiple,"Acetaminophen inhibits liver trytophan-2,3-dioxygenase activity with a concomitant rise in brain serotonin levels and a reduction in urinary 5-hydroxyindole acetic acid",1,"Rhodes University, Grahamstown, South Africa",University Cape Town,UCT,Advantage,Life Sci,African Journals,3.234,6,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,3,E. R. Padayachee and C. G. Whiteley,2,Multiple,Spectrofluorimetric analysis of the interaction of amyloid peptides with neuronal nitric oxide synthase: implications in Alzheimer's disease,1,"Rhodes University, South Africa.",University Cape Town,UCT,Advantage,J Neuropsychiatry Clin Neurosci,African Journals,2.59,16,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,3,"A. Dairam, A. C. Muller and S. Daya",3,Multiple,"Non-steroidal anti-inflammatory agents, tolmetin and sulindac attenuate quinolinic acid (QA)-induced oxidative stress in primary hippocampal neurons and reduce QA-induced spatial reference memory deficits in male Wistar rats",1,"Rhodes University, South Africa.",University Cape Town,UCT,Advantage,Br J Sports Med,African Journals,3.234,42,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,3,"A. Dairam, E. M. Antunes, K. S. Saravanan and S. Daya",4,Multiple,"Non-steroidal anti-inflammatory agents, tolmetin and sulindac, inhibit liver tryptophan 2,3-dioxygenase activity and alter brain neurotransmitter levels",1,"Rhodes University, South Africa.",University Cape Town,UCT,Advantage,Metab Brain Dis,African Journals,3.234,12,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,3,"A. C. Muller, A. Dairam, J. L. Limson and S. Daya",4,Multiple,Mechanisms by which acyclovir reduces the oxidative neurotoxicity and biosynthesis of quinolinic acid,1,"Rhodes University, South Africa.",University Cape Town,UCT,Advantage,Life Sci,African Journals,3.234,15,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,7,M. A. Gillman and F. J. Lichtigfeld,2,Multiple,Randomized double-blind trial of psychotropic analgesic nitrous oxide compared with diazepam for alcohol withdrawal state,1,South African Brain Research Institute,University Cape Town,UCT,Advantage,Childs Nerv Syst,African Journals,2.854,72,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,6,"T. Young, J. E. Myers and M. L. Thompson",3,Multiple,The nervous system effects of occupational exposure to manganese--measured as respirable dust--in a South African manganese smelter,1,"South African Medical Research Council, South Africa,  University of Cape Town South Africa.",University Cape Town,UCT,Advantage,Diabetes Care,African Journals,3.069,11,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,2,"Ives-Deliperi, V. and Butler, J. T.",2,Multiple,Quality of life one year after epilepsy surgery,1,Stellenbosch and Cape Town University ,University Cape Town,UCT,Advantage,Brain Behav Evol,African Journals,2.6,29,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,2,"Ives-Deliperi, V., Butler, J. T. and Jokeit, H.",3,Multiple,Left or right? Lateralizing temporal lobe epilepsy by dynamic amygdala fMRI,1,Stellenbosch and Cape Town University  and Swiss Epilepsy Center,University Cape Town,UCT,Advantage,Epilepsy Behav,African Journals,2.6,9,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,9,"Van Hillegondsberg, L., Carr, J., Brey, N. and Henning, F.",4,Multiple,Using Eulerian video magnification to enhance detection of fasciculations in people with amyotrophic lateral sclerosis,1,Stellenbosch University,University Cape Town,UCT,Advantage,Muscle Nerve,African Journals,2.512,12,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,1,"Watt, M. H., Knettel, B. A., Choi, K. W., Knippler, E. T., May, P. A. and Seedat, S.",6,Multiple,"Risk for Alcohol-Exposed Pregnancies Among Women at Drinking Venues in Cape Town, South Africa",1,Stellenbosch University,University Cape Town,UCT,Advantage,Psychol Trauma,African Journals,2.616,42,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,44,1,"G. T. Kali, M. Martinez-Biarge, J. Van Zyl, J. Smith and M. Rutherford",5,Multiple,Therapeutic hypothermia for neonatal hypoxic-ischaemic encephalopathy had favourable outcomes at a referral hospital in a middle-income country,1,"Stellenbosch University, Tygerberg Children’s Hospital ",University Cape Town,UCT,Advantage,Childs Nerv Syst,African Journals,2.58,42,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Lerm, B., Kenyon, C., Schwartz, I. S., Kroukamp, H., de Witt, R., Govender, N. P., de Hoog, G. S. and Botha, A.",8,Multiple,First report of urease activity in the novel systemic fungal pathogen Emergomyces africanus: a comparison with the neurotrope Cryptococcus neoformans,1,Stellenbosch University; University of Capetown; National Institute for Communicable Diseases,University Cape Town,UCT,Advantage,FEMS Yeast Res,African Journals,2.624,66,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,6,D. A. Whitelaw and J. J. Spangenberg,2,Multiple,An investigation in the possible effect of chronic headache on neuropsychological function in aCL-negative patients with SLE,1,"Tygerberg Hospital, Parow 5705 South, University of StellenboschTygerbergSouth Africa.",University Cape Town,UCT,Advantage,Lupus,African Journals,2.969,2,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Dollman, A. K., Figaji, A. A. and Schrieff-Elson, L. E.",3,Multiple,Academic and Behavioral Outcomes in School-Age South African Children Following Severe Traumatic Brain Injury,1,Un iversity of Capetown,University Cape Town,UCT,Advantage,Front Neuroanat,African Journals,3.141,10,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,2,"H. G. Marco, L. Anders and G. Gade",3,Multiple,cDNA cloning and transcript distribution of two novel members of the neuroparsin peptide family in a hemipteran insect (Nezara viridula) and a decapod crustacean (Jasus lalandii),1,Unievrsity of Cape Town,University Cape Town,UCT,Advantage,Peptides,African Journals,2.851,46,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,44,3,"J. J. Van der Walt, J. M. Van Rooyen, T. S. Kellerman, E. E. Carmeliet and F. Verdonck",5,Multiple,Neurospecificity of phyto-bufadienolides is not related to differences in Na+/K+ pump inhibition,1,"Univerity Potchesfstroom, Veterinary Research Institute, Univesity of Leuren",University Cape Town,UCT,Advantage,Arch Clin Neuropsychol,African Journals,3.148,67,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,8,V. A. Russell,1,Single,Hypodopaminergic and hypernoradrenergic activity in prefrontal cortex slices of an animal model for attention-deficit hyperactivity disorder--the spontaneously hypertensive rat,1,University of Cape Town,University Cape Town,UCT,Advantage,Behav Brain Res,African Journals,3.173,30,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,8,"P. C. Swart, C. B. Currin, V. A. Russell and J. J. Dimatelis",2,Multiple,Early ethanol exposure and vinpocetine treatment alter learning- and memory-related proteins in the rat hippocampus and prefrontal cortex,1,University of Cape Town,University Cape Town,UCT,Advantage,J Neurosci Res,African Journals,2.662,6,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,8,"Hardie, D. and Smuts, H.",2,Multiple,Human pegivirus-1 in the CSF of patients with HIV-associated neurocognitive disorder (HAND) may be derived from blood in highly viraemic patients,1,University of Cape Town,University Cape Town,UCT,Advantage,J Clin Virol,African Journals,3.101,37,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,9,R. Predel and G. Gade,2,Multiple,Identification of the abundant neuropeptide from abdominal perisympathetic organs of locusts,1,University of Cape Town,University Cape Town,UCT,Advantage,Peptides,African Journals,2.851,85,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,3,"F. M. Howells, V. A. Russell, M. V. Mabandla and L. A. Kellaway",4,Multiple,Stress reduces the neuroprotective effect of exercise in a rat model for Parkinson's disease,1,University of Cape Town,University Cape Town,UCT,Advantage,Eur J Pharmacol,African Journals,3.173,52,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,7,"M. M. Fourie, K. G. Thomas, D. M. Amodio, C. M. Warton and E. M. Meintjes",5,Multiple,Neural correlates of experienced moral emotion: an fMRI investigation of emotion in response to prejudice feedback,1,University of Cape Town,University Cape Town,UCT,Advantage,Neuroimage Clin,African Journals,2.679,18,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,9,"A. R. Horn, G. H. Swingler, L. Myer, L. L. Linley, M. Chandrasekaran and N. J. Robertson",6,Multiple,Early clinical predictors of a severely abnormal amplitude-integrated electroencephalogram at 48 hours in cooled neonates,1,University of Cape Town,University Cape Town,UCT,Advantage,Acta Paediatr,African Journals,2.58,25,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,44,1,D. Constant and H. Ruther,2,Multiple,Sexual dimorphism in the human corpus callosum? A comparison of methodologies,1,University of Cape Town ,University Cape Town,UCT,Advantage,Brain Res Bull,African Journals,3.125,17,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,1,"Holmes, M. J., Robertson, F. C., Little, F., Randall, S. R., Cotton, M. F., van der Kouwe, A. J. W., Laughton, B. and Meintjes, E. M.",8,Multiple,Longitudinal increases of brain metabolite levels in 5-10 year old children,1,University of Cape Town and Harvard Medical School,University Cape Town,UCT,Advantage,PLoS One,African Journals,2.766,4,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,9,"J. A. King, A. Fidler, S. Lawrence, T. Adam, R. P. Millar and A. Katz",6,Multiple,"Cloning and expression, pharmacological characterization, and internalization kinetics of the pituitary GnRH receptor in a metatherian species of mammal",1,University of Cape Town Medical School and Groote Schuur Hospital,University Cape Town,UCT,Advantage,Gen Comp Endocrinol,African Journals,2.512,15,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,6,"M. Guldenpfennig, W. Wolmarans de, J. L. du Preez, D. J. Stein and B. H. Harvey",5,Multiple,"Cortico-striatal oxidative status, dopamine turnover and relation with stereotypy in the deer mouse",1,"University of Cape Town, South Africa,  North-West University, South Africa.",University Cape Town,UCT,Advantage,Physiol Behav,African Journals,2.508,18,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,2,D. J. Stein and C. Lochner,2,Multiple,Obsessive-compulsive spectrum disorders: a multidimensional approach,1,"University of Cape Town, South Africa.",University Cape Town,UCT,Advantage,Neuroscience,African Journals,2.819,55,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,8,F. M. Howells and V. A. Russell,2,Multiple,Glutamate-stimulated release of norepinephrine in hippocampal slices of animal models of attention-deficit/hyperactivity disorder (spontaneously hypertensive rat) and depression/anxiety-like behaviours (Wistar-Kyoto rat),1,"University of Cape Town, South Africa.",University Cape Town,UCT,Advantage,Brain Res,African Journals,3.125,6,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,3,"N. S. Pillay, L. A. Kellaway and G. J. Kotwal",3,Multiple,Early detection of memory deficits and memory improvement with vaccinia virus complement control protein in an Alzheimer's disease model,1,"University of Cape Town, South Africa.",University Cape Town,UCT,Advantage,Behav Brain Res,African Journals,3.173,51,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,6,"L. Auerswald, U. Freier, A. Lopata and B. Meyer",4,Multiple,"Physiological and morphological colour change in Antarctic krill, Euphausia superba: a field study in the Lazarev Sea",1,"University of Cape Town, South Africa.",University Cape Town,UCT,Advantage,Bioorg Med Chem,African Journals,3.186,17,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,3,"A. A. Figaji, E. Zwane, A. G. Fieggen, J. C. Peter and P. D. Leroux",5,Multiple,"Acute clinical grading in pediatric severe traumatic brain injury and its association with subsequent intracranial pressure, cerebral perfusion pressure, and brain oxygenation",1,"University of Cape Town, South Africa.",University Cape Town,UCT,Advantage,Neurosurg Focus,African Journals,2.647,43,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,1,"D. M. Lang, M. Monzon-Mayor, M. Del Mar Romero-Aleman, C. Yanes, E. Santos and P. Pesheva",6,Multiple,Tenascin-R and axon growth-promoting molecules are up-regulated in the regenerating visual pathway of the lizard (Gallotia galloti),1,"University of Cape Town, South Africa.",University Cape Town,UCT,Advantage,Comp Biochem Physiol Part D Genomics Proteomics,African Journals,2.598,38,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,1,"S. W. Jacobson, M. E. Stanton, C. D. Molteno, M. J. Burden, D. S. Fuller, H. E. Hoyme, L. K. Robinson, N. Khaole and J. L. Jacobson",9,Multiple,Impaired eyeblink conditioning in children with fetal alcohol syndrome,1,"University of Cape Town, South Africa.",University Cape Town,UCT,Advantage,Alcohol Clin Exp Res,African Journals,3.183,23,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,7,"Magidson, J. F., Gouse, H., Burnhams, W., Wu, C. Y., Myers, B., Joska, J. A. and Carrico, A. W.",7,Multiple,Beyond methamphetamine: Documenting the implementation of the Matrix model of substance use treatment for opioid users in a South African setting,1,"University of Cape Town, South African Medical Research Council (SA), Harvard Medical School, Miami School of Medicine (USA)",University Cape Town,UCT,Advantage,Addict Behav,African Journals,2.68,51,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,8,"J. Hoare, J. P. Fouche, B. Spottiswoode, K. Donald, N. Philipps, H. Bezuidenhout, C. Mulligan, V. Webster, C. Oduro, L. Schrieff, R. Paul, H. Zar, K. Thomas and D. Stein",14,Multiple,"A diffusion tensor imaging and neurocognitive study of HIV-positive children who are HAART-naive ""slow progressors""",1,"University of Cape Town, Stellenbosch University",University Cape Town,UCT,Advantage,J Neurovirol,African Journals,3.228,7,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"R. H. Paul, S. Phillips, J. Hoare, D. H. Laidlaw, R. Cabeen, G. R. Olbricht, Y. Su, D. J. Stein, S. Engelbrecht, S. Seedat, L. E. Salminen, L. M. Baker, J. Heaps and J. Joska",12,Multiple,Neuroimaging abnormalities in clade C HIV are independent of Tat genetic diversity,1,"University of Cape Town, Stellenbosch University, National Health Laboratory Services (NHLS) ",University Cape Town,UCT,Advantage,Oral Surg Oral Med Oral Pathol Oral Radiol Endod,African Journals,3.228,1,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,1,"Gerhold, M. M., Jacobson, S. W., Jacobson, J. L., Molteno, C. D., Meintjes, E. M. and Andrew, C. M.",6,Multiple,An ERP Study of Response Inhibition in the Auditory Domain in Children with Fetal Alcohol Spectrum Disorders,1,"University of Cape Town, Wayne State Universty",University Cape Town,UCT,Advantage,Alcohol Clin Exp Res,African Journals,3.183,46,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,9,"Ibekwe, R., Jeaven, L. and Wilmshurst, J. M.",3,Multiple,The role of melatonin to attain electroencephalograms in children in a sub-Saharan African setting,1,University of CapeTown,University Cape Town,UCT,Advantage,Insect Biochem Mol Biol,African Journals,2.93,31,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,1,"Woods, K. J., Jacobson, S. W., Molteno, C. D., Jacobson, J. L. and Meintjes, E. M.",5,Multiple,Altered Parietal Activation during Non-symbolic Number Comparison in Children with Prenatal Alcohol Exposure,1,University of Capetown,University Cape Town,UCT,Advantage,Front Hum Neurosci,African Journals,2.701,38,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Jankiewicz, M., Holmes, M. J., Taylor, P. A., Cotton, M. F., Laughton, B., van der Kouwe, A. J. W. and Meintjes, E. M.",7,Multiple,White Matter Abnormalities in Children with HIV Infection and Exposure,1,University of Capetown,University Cape Town,UCT,Advantage,Front Neuroanat,African Journals,3.141,11,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,1,"Randall, S. R., Warton, C. M. R., Holmes, M. J., Cotton, M. F., Laughton, B., van der Kouwe, A. J. W. and Meintjes, E. M.",7,Multiple,Larger Subcortical Gray Matter Structures and Smaller Corpora Callosa at Age 5 Years in HIV Infected Children on Early ART,1,University of Capetown,University Cape Town,UCT,Advantage,Front Neuroanat,African Journals,3.141,54,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"du Plessis, L., Paul, R. H., Hoare, J., Stein, D. J., Taylor, P. A., Meintjes, E. M. and Joska, J. A.",7,Multiple,Resting-state functional magnetic resonance imaging in clade C HIV: within-group association with neurocognitive function,1,University of Capetown,University Cape Town,UCT,Advantage,Prog Neuropsychopharmacol Biol Psychiatry,African Journals,3.228,21,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,7,"Brooks, S. J., Wiemerslage, L., Burch, K. H., Maiorana, S. A., Cocolas, E., Schioth, H. B., Kamaloodien, K. and Stein, D. J.",8,Multiple,The impact of cognitive training in substance use disorder: the effect of working memory training on impulse control in methamphetamine users,1,University of Capetown,University Cape Town,UCT,Advantage,J Pineal Res,African Journals,3.193,36,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
