"","year","country","topic","authors","no_authors","title","institution","journal","african_journal","impact","citations","model","genetic","research_types","adv_methods","plants","p_name","p_use","p_success","n_affiliations","international_collab","CC1","CC2","CC3","CC4","CC5","CC6","CC7","CC8","CC9","CC10","CC11","CC12","CC13","CC14","CC15","CC16","CC17","CC18","CC19","CC20","CC21","CC22","CC23","CC24","CC25","CC26","CC27","CC28","CC29","CC30","CC31","CC32"
"57",1998,44,2,"M. L. Pretorius, D. B. Loock, A. Ravenscroft and J. F. Schoeman",4,"Demyelinating disease of Schilder type in three young South African children: dramatic response to corticosteroids","Tygerberg Hospital","J Child Neurol","Yes",1.665,16,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",1998,44,3,"E. Silber, P. Sonnenberg, H. J. Koornhof, L. Morris and D. Saffer",5,"Dual infective pathology in patients with cryptococcal meningitis"," University of the Witwatersrand","Neurology","Yes",8.055,35,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",1998,44,3,"D. J. Stein, M. S. Buchsbaum, P. R. Hof, B. V. Siegel, Jr. and L. Shihabuddin",6,"Greater metabolic rate decreases in hippocampal formation and proisocortex than in neocortex in Alzheimer's disease","Rhodes University","Neuropsychobiology","Yes",2.303,45,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",1998,44,9,"B. Meel",1,"Inadvertent intrathecal administration of potassium chloride during routine spinal anesthesia: case report","University of Transkei, Umtata","Am J Forensic Med Pathol","Yes",0.624,8,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1998,44,3,"A. van Dellen, S. S. Nadvi, N. Nathoo and P. K. Ramdial",4,"Intracranial tuberculous subdural empyema: case report","University of Natal Medical School and Wentworth Hospital","Neurosurgery","Yes",4.475,34,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",1998,44,3,"D. J. Stein, L. Le Roux, C. Bouwer and B. Van Heerden",4,"Is olfactory reference syndrome an obsessive-compulsive spectrum disorder?: two cases and a discussion","University of Stellenbosch","J Neuropsychiatry Clin Neurosci","Yes",2.217,104,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",1998,44,3,"G. S. Southgate, S. Daya and B. Potgieter",3,"Melatonin plays a protective role in quinolinic acid-induced neurotoxicity in the rat hippocampus"," Rhodes University","J Chem Neuroanat","Yes",2.162,42,"Rat",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",1998,44,6,"D. M. Raidoo and K. D. Bhoola",2,"Pathophysiology of the kallikrein-kinin system in mammalian nervous tissue","University of Natal","Eur J Neurol","Yes",10.376,80,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",1998,44,6,"L. Somova, L. Mackraj and S. Chetty",3,"Sympathetic and platelet adrenergic activity and salt sensitivity: an experimental study","University of Durban-Westville,","J Vasc Surg","Yes",0.971,8,"Rat",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",1998,44,2,"S. S. Nadvi, F. S. Ebrahim and P. Corr",3,"The value of 201thallium-SPECT imaging in childhood brainstem gliomas","University of Natal","Ann N Y Acad Sci","Yes",1.826,13,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1998,44,3,"J. M. Topley, S. Bamber, H. M. Coovadia and P. D. Corr",4,"Tuberculous meningitis and co-infection with HIV","University of Natal","J Trop Pediatr","Yes",1.173,34,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",1998,44,6,"I. Truter",1,"An investigation into antidiabetic medication prescribing in South Africa","Potchefstroom University for Christian Higher Education","J Clin Pharm Ther","Yes",1.668,23,"Human",0,"Basic",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",1998,44,3,"L. Morris, E. Silber, P. Sonnenberg, S. Eintracht, S. Nyoka, S. F. Lyons, D. Saffer, H. Koornhof and D. J. Martin",9,"High human immunodeficiency virus type 1 RNA load in the cerebrospinal fluid from patients with lymphocytic meningitis","University of the Witwatersrand, South African Institute for Medical Research","J Infect Dis","Yes",5.082,61,"Human",0,"Clinical",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",1998,44,2,"K. Naidoo and A. I. Bhigjee",2,"Multiple cerebellar haemangioblastomas symptomatic during pregnancy","University of Natal","Br J Neurosurg","Yes",1.238,26,"Human",0,"Clinical",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",1998,44,3,"H. Xie, K. D. Ryman, G. A. Campbell and A. D. Barrett",4,"Mutation in NS5 protein attenuates mouse neurovirulence of yellow fever 17D vaccine virus","University of Texas Medical Branch, Galvest","J Gen Virol","Yes",2.838,26,"Mice",0,"Basic",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1998,44,2,"S. S. Nadvi and P. K. Ramdial",2,"Transient peduncular hallucinations secondary to brain stem compression by a cerebellar pilocytic astrocytoma","University of Natal","Surg Neurol","Yes",1.238,14,"Human",0,"Clinical",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",1999,44,4,"A. P. Boezaart, J. F. de Beer, C. du Toit and K. van Rooyen",4,"A new technique of continuous interscalene nerve block","Cape Shoulder Institute","Can J Anaesth","Yes",2.312,208,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",1999,44,4,"J. Greenberg, T. Franz, R. Goliath and R. Ramesar",4,"A photoreceptor gene mutation in an indigenous black African family with retinitis pigmentosa identified using a rapid screening approach for common rhodopsin mutations","University of Cape Town","S Afr Med J","No",0.955,10,"Human",0,"Basic",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",1999,44,8,"T. L. Sperinck and J. de Picciotto",2,"A pilot study of verbal fluency in the Zulu speaking population with preliminary application to traumatic brain injury"," University of the Witwatersrand","S Afr J Commun Disord","No",0.242,4,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",1999,44,3,"T. D. Noakes, I. Jakoet and E. Baalbergen",3,"An apparent reduction in the incidence and severity of spinal cord injuries in schoolboy rugby players in the western Cape since 1990","University of Cape Town.","S Afr Med J","No",0.955,50,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",1999,44,6,"L. I. Somova, M. L. Channa and M. S. Khan",3,"An experimental rat model of salt-sensitive hypertension; biochemical and morphological parameters and sympathetic nervous system","University of Durban Westville","J S Afr Vet Assoc","No",0.93,13,"Rat",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",1999,44,9,"P. M. Leary, G. Riordan, B. Schlegel and S. Morris",4,"Childhood secondary (symptomatic) epilepsy, seizure control, and intellectual handicap in a nontropical region of South Africa","University of cape town","Epilepsia","Yes",5.149,28,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",1999,44,3,"K. Kometsi and J. Louw",2,"Deciding on cadaveric organ donation in Black African families","University of Cape Town","Clin Transplant","Yes",1.518,27,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1999,44,2,"C. Thomadakis and B. Kramer",2,"Effect of exogenous gonadotropins on gonadotrophs of the rat pituitary gland","University of the Witwatersrand","Anat Rec","Yes",0,4,"Rat",0,"Basic",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",1999,44,6,"H. W. Huisman, P. J. Pretorius, J. M. Van Rooyen, N. T. Malan, F. C. Eloff, P. J. Laubscher and H. S. Steyn",7,"Haemodynamic changes in the cardiovascular system during the early phases of orthostasis","Potchefstroom University for Christian Higher Education,","Acta Physiol Scand","Yes",2.554,11,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",1999,44,9,"G. Thomadakis, L. N. Ramoshebi, J. Crooks, D. C. Rueger and U. Ripamonti",5,"Immunolocalization of Bone Morphogenetic Protein-2 and -3 and Osteogenic Protein-1 during murine tooth root morphogenesis and in other craniofacial structures","University of the Witwatersrand","Eur J Oral Sci","Yes",1.655,115,"Mice",0,"Basic",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",1999,44,9,"P. van der Merwe, D. G. Meltzer and G. van Aswegen",3,"Influence of lactation on the prolactin secreting cells of the hypophysis of impala (Aepyceros melampus): an immunocytochemical and computer image analysis study","Price Forbes Chair in Wildlife","Onderstepoort J Vet Res","Yes",1.206,0,"Impala",0,"Basic",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",1999,44,3,"D. M. Raidoo, S. Sawant, R. Mahabeer and K. D. Bhoola",4,"Kinin receptors are expressed in human astrocytic tumour cells","University of Natal","Immunopharmacology","Yes",1.203,46,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",1999,44,9,"S. Bhagwanjee, A. T. Bosenberg and D. J. Muckart",3,"Management of sympathetic overactivity in tetanus with epidural bupivacaine and sufentanil: experience with 11 patients","King Edward VIII Hospital","Crit Care Med","Yes",7.442,33,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",1999,44,3,"R. Bobat, H. Coovadia, D. Moodley and A. Coutsoudis",4,"Mortality in a cohort of children born to HIV-1 infected women from Durban, South Africa","University of Natal.","S Afr Med J","No",0.955,54,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",1999,44,3,"P. Makan",1,"Neurologic compromise after an isolated laminar fracture of the cervical spine","Groote Schuur Hospital","J Child Neurol","Yes",2.792,14,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",1999,44,3,"J. E. Myers, V. Nell, M. Colvin, D. Rees and M. L. Thompson",5,"Neuropsychological function in solvent-exposed South African paint makers","University of Cape Town","Curr Psychiatry Rep","Yes",1.355,20,"Human",0,"Basic",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1999,44,6,"A. Fuller, G. Mitchell and D. Mitchell",3,"Non-thermal signals govern selective brain cooling in pigs","University of the Witwatersrand","Life Sci","Yes",2.517,18,"Pig",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",1999,44,5,"S. Govender and A. H. Parbhoo",2,"Osteochondroma with compression of the spinal cord. A report of two cases","University of Natal","S Afr Med J","Yes",3.941,52,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",1999,44,1,"S. Buccimazza, C. Molteno and T. Dunne",3,"Pre-school follow-up of a cohort of children with myelomeningocele in Cape Town, South Africa","University of Cape Town","Stereotact Funct Neurosurg","Yes",1.173,15,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",1999,44,1,"D. G. Bolitho, M. Boustred, D. A. Hudson and K. Hodgetts",4,"Primary epineural repair of the ulnar nerve in children","University of Cape Town","J Hand Surg Br","Yes",1.776,41,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1999,44,9,"S. L. Fourie and R. M. Kirberger",2,"Relationship of cervical spinal cord diameter to vertebral dimensions: a radiographic study of normal dogs","University of Pretoria","Neuropsychobiology","Yes",1.519,31,"Dog",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1999,44,7,"D. J. Stein, B. Van Heerden, C. J. Wessels, J. Van Kradenburg, J. Warwick and H. J. Wasserman",6,"Single photon emission computed tomography of the brain with Tc-99m HMPAO during sumatriptan challenge in obsessive-compulsive disorder: investigating the functional role of the serotonin auto-receptor","University of Stellenbosch","J Affect Disord","Yes",4.185,79,"Human",0,"Clinical",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",1999,44,6,"I. C. Dormehl, B. Jordaan, D. W. Oliver and S. Croft",4,"SPECT monitoring of improved cerebral blood flow during long-term treatment of elderly patients with nootropic drugs","University of Pretoria","J Child Neurol","Yes",6.309,23,"Human",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",1999,44,3,"T. Vaughan-Scott, J. Goldin and J. W. Nesbit",3,"Spinal nephroblastoma in an Irish wolfhound","University of Pretoria","Clin Genet","No",0.93,19,"Irish Wolfhound",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",1999,44,4,"A. Sahli, S. Ebrahim and W. J. Wilson",3,"The auditory brainstem response--are South African ENT's missing the point?","University of the Witwatersrand","BMC Psychiatry","No",0.242,0,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",1999,44,4,"J. Moodley, B. Singh, A. S. Shaik, A. Haffejee and J. Rubin",5,"Thoracoscopic splanchnicectomy: pilot evaluation of a simple alternative for chronic pancreatic pain control","University of Natal","J Anat","Yes",2.766,44,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",1999,44,9,"D. W. Oliver and I. C. Dormehl",2,"Cerebral blood flow effects of the nitric oxide donor, nitroglycerin and its drug combinations in the non-human primate model","Potchefstroom University for Christian Higher Education & University Pretoria","Arzneimittelforschung","Yes",0.701,4,"Baboon",0,"0",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1999,44,3,"N. Nathoo, S. S. Nadvi and J. R. van Dellen",3,"Cranial extradural empyema in the era of computed tomography: a review of 82 cases","University of Natal Medical School","Neurosurgery","Yes",4.475,47,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",1999,44,1,"G. Stevens, T. Yawitch, J. Rodda, S. Verhaart and A. Krause",5,"Different molecular basis for spinal muscular atrophy in South African black patients","University of the Witwatersrand, & South African Institute for Medical Research","Am J Med Genet","Yes",3.659,32,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",1999,44,3,"N. Nathoo, S. S. Nadvi, J. R. van Dellen and E. Gouws",4,"Intracranial subdural empyemas in the era of computed tomography: a review of 699 cases","University of Natal Medical School","Neurosurgery","Yes",4.475,207,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1999,44,5,"C. Andrew and G. Pfurtscheller",2,"Lack of bilateral coherence of post-movement central beta oscillations in the human electroencephalogram","University of Cape Town Observato","Neurosci Lett","Yes",2.159,44,"Human",0,"0",0,0,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",1999,44,6,"N. Illing, B. E. Troskie, C. S. Nahorniak, J. P. Hapgood, R. E. Peter and R. P. Millar",6,"Two gonadotropin-releasing hormone receptor subtypes with distinct ligand selectivity and differential distribution in brain and pituitary in the goldfish (Carassius auratus)","University of Cape Town","J Child Neurol","Yes",9.504,204,"Goldfish",0,"0",1,0,NA,NA,NA,2,103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",1999,44,1,"A. L. Christianson, R. E. Stevenson, C. H. van der Meyden, J. Pelser, F. W. Theron, P. L. van Rensburg, M. Chandler and C. E. Schwartz",8,"X linked severe mental retardation, craniofacial dysmorphology, epilepsy, ophthalmoplegia, and cerebellar atrophy in a large South African kindred is localised to Xq24-q27","University of Pretoria","J Med Genet","Yes",5.751,68,"Human",0,"0",1,0,NA,NA,NA,3,44,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2000,44,3,"P. Heron and S. Daya",2,"17Beta-estradiol protects against quinolinic acid-induced lipid peroxidation in the rat brain","Rhodes University","Metab Brain Dis","Yes",2.441,18,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2000,44,1,"A. Fuller, S. K. Maloney, P. R. Kamerman, G. Mitchell and D. Mitchell",5,"Absence of selective brain cooling in free-ranging zebras in their natural habitat","University of the Witwatersrand Medical School","Exp Physiol","Yes",2.583,45,"Zebra",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2000,44,3,"S. Daya and S. Anoopkumar-Dukie",2,"Acetaminophen inhibits liver trytophan-2,3-dioxygenase activity with a concomitant rise in brain serotonin levels and a reduction in urinary 5-hydroxyindole acetic acid","Rhodes University, Grahamstown, South Africa","Life Sci","Yes",3.234,41,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2000,44,3,"J. F. Schoeman, P. Springer, A. Ravenscroft, P. R. Donald, L. G. Bekker, A. J. van Rensburg, W. A. Hanekom, P. A. Haslett and G. Kaplan",9,"Adjunctive thalidomide therapy of childhood tuberculous meningitis: possible anti-inflammatory role",NA,"J Child Neurol","Yes",1.665,47,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2000,44,3,"V. Nell, D. W. Yates and J. Kruger",3,"An extended Glasgow Coma Scale (GCS-E) with enhanced sensitivity to mild brain injury","Institute for Social and Health Sciences, University of South Africa","Arch Phys Med Rehabil","Yes",3.573,77,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2000,44,3,"Z. Lambat, N. Conrad, S. Anoopkumar-Dukie, R. B. Walker and S. Daya",5,"An investigation into the neuroprotective properties of ibuprofen","Rhodes University","Metab Brain Dis","Yes",2.441,16,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2000,44,2,"R. K. Sur, S. Nayler, S. N. Ahmed, B. Donde, R. R. Uijs, K. Cooper and A. Giraud",7,"Angiosarcomas--clinical profile, pathology and management"," University of the Witwatersrand","S Afr J Surg","No",2.592,8,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2000,44,6,"A. J. Molteno and N. C. Bennett",2,"Anovulation in non-reproductive female Damaraland mole-rats (Cryptomys damarensis)","University of Pretoria","J Reprod Fertil","Yes",2.513,38,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2000,44,3,"M. M. Bouckaert, E. J. Raubenheimer and F. J. Jacobs",3,"Calcifying epithelial odontogenic tumor with intracranial extension: report of a case and review of the literature"," Medical University of Southern Africa, Medunsa, Republic of South Africa","Oral Surg Oral Med Oral Pathol Oral Radiol Endod","Yes",1.769,54,"Human",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
